timestamp,request_id,endpoint,http_method,status_code,response_time_ms,consumer,backend_service,deployment_version,region
2026-08-14T09:00:18.834,req-d1cb0b19e5aa14d7,/products,GET,200,100,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:18.930,req-4030e8f84c35cd51,/orders,GET,200,17,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:19.010,req-1ba849cfcf1e71e4,/products,GET,200,23,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:19.213,req-4d2a29010ad90b0b,/search,GET,200,96,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:19.641,req-d618bfcafb27510c,/checkout,POST,200,93,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:20.017,req-9da7b189d205e224,/orders,GET,200,23,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:20.485,req-08470d1dd9878ce7,/products,GET,200,166,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:21.614,req-f18bc960dca0312a,/search,GET,200,232,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:21.792,req-c15057ce8698149e,/checkout,POST,200,179,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:21.958,req-6bd601e5b7183f2d,/checkout,POST,200,130,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:23.081,req-d6e5c2fb8f06d5cf,/search,GET,200,81,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:23.690,req-e27440cea2759a64,/login,POST,200,106,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:25.487,req-9a4a774c164a7a06,/search,GET,200,167,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:26.304,req-eb15df9008df55ac,/search,GET,200,156,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:26.337,req-5518edbeac8132c0,/checkout,POST,200,88,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:26.838,req-ee2e2ef67efee091,/cart,POST,200,56,partner-api,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:26.843,req-9efa0abc23fccc73,/search,GET,200,214,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:27.168,req-9fcc351b3dae3c20,/checkout,POST,200,107,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:27.268,req-83af5037897ab1c3,/cart,GET,200,30,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:27.511,req-3015873f924ad020,/login,POST,500,39,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:27.937,req-16842b488b91baf7,/products,GET,200,69,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:28.351,req-baed5925fb69f46c,/checkout,POST,200,247,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:28.747,req-2cedb6617b939c55,/search,GET,200,426,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:29.873,req-acda48f316a90be1,/orders,GET,200,40,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:30.154,req-1ca2530a3bdcabe6,/products,GET,200,45,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:30.428,req-a21d45f126b8e199,/cart,GET,200,33,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:30.525,req-74d8a9995d9db491,/login,POST,200,48,web-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:30.696,req-c5c94cda72cf1c22,/orders,GET,200,135,partner-api,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:30.724,req-4f75d7fc3c95ba22,/orders,GET,200,45,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:30.725,req-3e9d888c171de745,/search,GET,200,249,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:31.939,req-fcfed9bf9ccf7790,/search,GET,200,197,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:32.428,req-d74c3035df4a6f8f,/login,POST,200,46,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:32.503,req-e8e31de462f471e2,/search,GET,200,122,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:33.356,req-6c71e908326936a1,/products,GET,200,61,admin-portal,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:33.916,req-f269ca2650adf2e1,/checkout,POST,200,71,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:34.552,req-c9de1d3986455281,/search,GET,200,168,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:35.535,req-c3877df499bf33a2,/orders,GET,200,82,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:36.712,req-87b5e3bfc4a84b80,/search,GET,200,182,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:37.041,req-27ac0141a7a41b71,/checkout,POST,200,61,partner-api,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:37.868,req-184d46f1d86ff3d3,/search,GET,200,91,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:38.464,req-9e579499556033b6,/checkout,POST,200,127,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:38.503,req-d56a6c850ce2f5a9,/login,POST,200,167,admin-portal,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:39.314,req-cc276a374b784c7d,/products,GET,200,168,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:39.494,req-a018f390dd5be9f8,/products,GET,200,138,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:40.070,req-96878a33cd17b190,/search,GET,200,166,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:40.227,req-aed1b34a9d3cb87d,/search,GET,200,63,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:40.299,req-5979676c5623a51d,/search,GET,200,153,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:40.347,req-382fc875c9bba8f7,/orders,GET,200,76,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:40.390,req-ed78e29b269e86fe,/cart,POST,200,142,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:40.461,req-39b31c5e1a655904,/cart,POST,200,47,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:40.694,req-03dd37eb4d8a1059,/orders,GET,200,82,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:40.707,req-9a86e6275eb76660,/cart,GET,200,131,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:41.139,req-35d2fba717046d14,/login,POST,200,82,partner-api,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:41.331,req-6c3c5815c5a2c63c,/orders,GET,200,58,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:41.340,req-0f5ba1dd05119d22,/login,POST,200,202,web-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:41.572,req-4b82ff2ee58f15eb,/cart,POST,200,110,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:42.193,req-f2e1bae74314106b,/orders,GET,200,69,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:42.455,req-b847eebd28d0621f,/cart,GET,200,15,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:42.538,req-2ddbe4e9c45e5fc2,/search,GET,200,551,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:42.641,req-e3d715d699ec7b9c,/cart,GET,200,46,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:43.010,req-ef1f59f1db4b94ca,/products,GET,200,45,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:43.836,req-f98daf91bb3c4c6d,/search,GET,200,333,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:44.017,req-693a59e4f6f510f6,/search,GET,200,74,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:44.955,req-3918c78707cb6db9,/products,GET,200,25,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:45.851,req-c8050eed40ef171c,/orders,GET,200,100,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:46.113,req-2a36462c17d2565d,/search,GET,200,91,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:47.958,req-5541409a8620cbd3,/search,GET,200,209,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:48.314,req-ae5c55d6ec63912a,/login,POST,200,62,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:48.626,req-39aa3ce56812bea7,/orders,GET,200,176,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:48.627,req-7f062c7b86464ea8,/orders,GET,200,87,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:49.306,req-228f362a609396b3,/refunds,POST,200,385,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:51.224,req-bf89d7208226b0bf,/login,POST,200,88,web-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:52.199,req-191d1c9de5b6f934,/login,POST,200,57,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:52.349,req-0c3520b8b7c818f0,/checkout,POST,200,83,partner-api,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:52.766,req-3d7caf9fe9b8d8eb,/login,POST,401,104,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:00:52.959,req-4d34847ff75f7216,/cart,GET,200,127,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:53.562,req-e0a6c1e43cafffee,/search,GET,200,77,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:54.722,req-493008214bb32754,/products,GET,200,46,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:56.108,req-74e16288041ab646,/search,GET,200,189,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:56.217,req-051956461eef9262,/products,GET,200,36,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:00:57.173,req-3b52692d44b95ef5,/checkout,POST,200,168,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:57.512,req-defe7be16e809b20,/cart,GET,200,160,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:00:57.927,req-71848d7f00c01ca7,/checkout,POST,200,433,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:00:58.084,req-6b73c046fc4ec245,/cart,GET,200,63,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:00.255,req-4b7936d61998a8f7,/products,GET,200,89,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:00.356,req-850a5b90255aeca7,/products,GET,200,234,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:00.696,req-2520ba1d148d2e06,/cart,GET,200,64,partner-api,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:00.704,req-621790c81729deca,/orders,GET,200,73,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:00.902,req-d5e9d7b418e26892,/search,GET,200,166,admin-portal,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:01.261,req-197e1180b721f43a,/products,GET,200,58,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:01.288,req-016fdd8dad96a2da,/cart,GET,200,96,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:02.021,req-e3be03ddffd5d023,/checkout,POST,200,439,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:02.135,req-35265671da51349f,/cart,GET,200,84,admin-portal,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:02.265,req-45a09256f0f873e2,/refunds,POST,200,186,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:02.836,req-5efc895325af393d,/products,GET,200,55,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:03.370,req-50b26b8dc1d00ed9,/search,GET,200,203,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:04.506,req-7616a52e1d11bc89,/products,GET,200,64,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:05.491,req-22cb66c69551efc5,/refunds,POST,200,85,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:06.531,req-6f98b9fda73ac409,/search,GET,200,150,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:09.103,req-7732d0092a09042f,/orders,GET,200,91,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:09.364,req-6862b66463ceca4b,/search,GET,200,288,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:09.430,req-859a97708084f0da,/checkout,POST,200,47,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:10.691,req-15c83ca43caf72a0,/search,GET,200,190,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:11.507,req-cfc9ca91005d12e7,/products,GET,200,30,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:11.705,req-5b32f5101439c003,/checkout,POST,200,118,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:13.104,req-d6896d9aefbbfc45,/search,GET,200,102,admin-portal,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:14.171,req-8a41445823bb1686,/checkout,POST,200,43,partner-api,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:14.289,req-51bd10e775898647,/products,GET,200,48,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:14.596,req-643e7d80fdfed273,/search,GET,200,128,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:17.153,req-2241462950065656,/search,GET,200,236,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:17.594,req-0a8a9c9b1e1c41c7,/products,GET,200,39,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:18.047,req-f1b6e7a1b3dc472d,/search,GET,200,62,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:18.203,req-c362efe3feaaef3b,/checkout,POST,200,41,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:18.235,req-f4b0ab01468eb41e,/search,GET,200,74,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:18.735,req-e434a2d0ad57f847,/search,GET,200,52,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:19.522,req-2b9d180127bdf979,/login,POST,200,154,web-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:19.592,req-66f4085967fc4f7a,/checkout,POST,200,75,partner-api,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:20.814,req-4255b7666c6f5cfc,/login,POST,200,18,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:21.200,req-91375ca6f14449a5,/refunds,POST,200,106,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:21.374,req-9f620bafb1211e80,/products,GET,200,34,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:21.837,req-f8961cae0aa69fd2,/login,POST,200,90,admin-portal,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:21.998,req-5f6aa19cb12bab51,/refunds,POST,200,63,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:23.378,req-7a18359fe52d5545,/search,GET,200,254,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:23.956,req-34680423e8accfc5,/login,POST,200,70,partner-api,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:24.911,req-d62c9cdb722b423b,/checkout,POST,200,150,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:25.437,req-7e4efcea23dc0ef8,/search,GET,200,206,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:25.480,req-176c4a2ad87e796c,/orders,GET,200,183,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:26.349,req-9a56e05577b3ba40,/checkout,POST,200,113,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:26.796,req-c6042aa6124bcd5f,/search,GET,200,53,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:26.948,req-29e7bbe2846d710a,/login,POST,200,72,partner-api,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:26.956,req-c21c8dda4ab19d08,/cart,GET,200,49,partner-api,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:27.010,req-7a6b16607904ae90,/checkout,POST,200,69,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:27.425,req-1cb5de7e2775ab4b,/search,GET,200,121,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:28.018,req-dabccd94ba23916f,/checkout,POST,200,59,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:28.215,req-d9f1e8d640d2369e,/orders,GET,200,65,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:28.717,req-4be048eb738cabec,/products,GET,200,49,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:29.852,req-b42e0c80dae8de8b,/products,GET,200,51,admin-portal,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:30.208,req-a67f4a523922bc0c,/refunds,POST,200,289,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:30.878,req-352e7d67bb67636d,/products,GET,200,31,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:31.025,req-00cc8dab80cb6627,/orders,GET,200,57,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:31.224,req-247fc0572eb4fdba,/search,GET,200,82,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:32.135,req-ab8043f0ddb825be,/cart,GET,200,67,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:33.632,req-e84a3ed31a5241c0,/products,GET,200,53,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:33.642,req-4571240983552b43,/login,POST,200,17,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:33.774,req-df258574314693d2,/checkout,POST,200,48,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:34.271,req-c99fa58b1a35a6d8,/checkout,POST,200,97,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:34.403,req-e743849e63f8101a,/checkout,POST,200,145,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:34.442,req-c5dae0a026fa42db,/login,POST,200,46,partner-api,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:34.662,req-e24b4795a7ad0d68,/search,GET,200,42,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:34.987,req-280555824e672750,/search,GET,200,70,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:35.334,req-7f6125694adfe4d6,/products,GET,200,211,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:36.564,req-dd59bd3d1ba57264,/products,GET,200,84,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:36.798,req-fed4a824882f2ab9,/checkout,POST,200,203,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:37.396,req-b993ce4f76bf98f4,/products,GET,200,42,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:38.338,req-58a4f067b37c20df,/search,GET,200,94,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:38.785,req-3622f74975f56afe,/cart,POST,200,28,partner-api,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:38.959,req-aa4dfa72c2b7e8a0,/products,GET,200,98,partner-api,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:39.159,req-28a509b51f98bb39,/cart,POST,200,32,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:39.310,req-2583ae4dd949648a,/search,GET,200,221,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:39.392,req-ab032b73ad44f07b,/search,GET,200,170,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:40.288,req-0be2c71eb953a5c5,/orders,GET,200,142,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:40.532,req-bd4b583ace5f40fa,/orders,GET,200,181,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:43.264,req-55d7282e0f5434cc,/search,GET,200,198,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:44.515,req-aecb10e2a56bc719,/search,GET,200,332,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:45.244,req-b44dfa1fcefd2d3b,/products,GET,200,297,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:45.631,req-216611c413953fe4,/checkout,POST,200,103,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:45.767,req-ff1a5caf29c01c56,/refunds,POST,200,97,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:46.079,req-dbf9593a31d5c9cd,/checkout,POST,200,116,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:46.342,req-14b7fcf9ea8954cb,/search,GET,200,318,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:47.138,req-ec4f5a1751bbc7c7,/cart,GET,200,32,web-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:47.209,req-a9e145057d9e4b9f,/products,GET,200,45,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:48.817,req-a774bb246a03494b,/products,GET,200,42,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:49.677,req-281b3f317f9f3b35,/checkout,POST,200,33,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:49.777,req-5d42293143662f2c,/cart,GET,200,45,partner-api,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:49.906,req-37e1c08f65bd4014,/cart,POST,200,90,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:50.663,req-d4c1f159c42272dc,/login,POST,200,52,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:51.111,req-369dc13a91aeea49,/search,GET,200,113,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:51.477,req-6e2b19ea3be185bf,/checkout,POST,200,22,mobile-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:52.016,req-cd00cd92ad7dc11b,/search,GET,200,32,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:52.042,req-8338d1357b7f0abe,/products,GET,200,56,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:52.270,req-bc4a9ea4606249f5,/cart,GET,200,21,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:52.505,req-45e12b5c62243139,/search,GET,200,231,web-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:53.266,req-90d0e8dba76588c1,/products,GET,200,29,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:54.112,req-98ec87d0f86b88a0,/products,GET,200,38,mobile-app,catalog-service,v3.1.0,us-east-1
2026-08-14T09:01:54.450,req-9ebcc31f995dadf6,/login,POST,200,216,mobile-app,auth-service,v2.0.7,us-east-1
2026-08-14T09:01:54.485,req-fd0ba84a167fe482,/refunds,POST,200,40,web-app,payment-service,v2.4.0,us-east-1
2026-08-14T09:01:54.561,req-c24ad81dd4c4e26f,/cart,GET,200,46,mobile-app,inventory-service,v1.8.3,us-east-1
2026-08-14T09:01:55.398,req-26048509eeec9c5d,/search,GET,200,126,web-app,catalog-service,v3.1.0,us-east-1
